Player,.id,Rating,Games,Win,Draw,Loss,Lag,Team_Name
1352,1999,2198.725667,26,14,0,12,8,Robert Morris
1270,1999,2198.638691,28,13,0,15,2,McNeese St
1193,1987,2198.595747,29,14,0,15,6,Fairfield
1166,1997,2198.584924,30,15,0,15,8,Creighton
1433,2001,2198.43377,29,15,0,14,8,VA Commonwealth
1110,1988,2198.416846,27,13,0,14,8,American Univ
1344,2002,2198.389098,31,15,0,16,4,Providence
1156,2010,2198.388072,31,14,0,17,9,Cleveland St
1121,1991,2198.374254,28,13,0,15,8,Augusta
1216,1993,2198.369657,27,13,0,14,7,Hartford
1334,1990,2198.358064,27,13,0,14,2,Pacific
1184,1985,2198.356719,25,12,0,13,8,E Kentucky
1353,2013,2198.350081,31,15,0,16,4,Rutgers
1389,1994,2198.298293,27,14,0,13,8,St Peter's
1319,1994,2198.265313,22,10,0,12,8,Northern Arizona
1351,1997,2198.246564,27,14,0,13,6,Rider
1434,2014,2198.237126,30,15,0,15,9,Valparaiso
1330,2014,2198.211768,33,16,0,17,3,Old Dominion
1279,2004,2198.202195,28,13,0,15,3,Mississippi
1154,1989,2198.182788,24,12,0,12,9,Citadel
1143,1998,2198.084995,26,11,0,15,1,California
1343,2006,2198.070582,26,12,0,14,5,Princeton
1379,1992,2198.051969,28,12,0,16,1,Southern Miss
1334,1995,2198.045042,27,14,0,13,2,Pacific
1135,2004,2197.958144,26,13,0,13,8,Brown
1317,2002,2197.919293,25,12,0,13,8,North Texas
1185,2000,2197.909902,26,13,0,13,11,E Michigan
1150,1987,2197.861753,27,13,0,14,9,Charlotte
1439,1991,2197.824968,29,13,0,16,2,Virginia Tech
1436,2008,2197.811509,31,16,0,15,7,Vermont
1438,1999,2197.777464,29,13,0,16,3,Virginia
1430,2006,2197.771705,27,14,0,13,8,Utah Valley
1346,2002,2197.770716,30,14,0,16,4,Quinnipiac
1343,2005,2197.722081,27,14,0,13,5,Princeton
1336,1987,2197.714761,25,13,0,12,8,Penn St
1378,2005,2197.69932,29,13,0,16,2,South Florida
1206,1991,2197.685591,30,14,0,16,6,George Mason
1103,1990,2197.678002,26,14,0,12,8,Akron
1447,2005,2197.654291,30,13,0,17,4,Wagner
1433,1992,2197.652031,29,14,0,15,1,VA Commonwealth
1455,1986,2197.600083,27,13,0,14,5,Wichita St
1179,2002,2197.588799,29,14,0,15,8,Drake
1349,1996,2197.585449,28,14,0,14,2,Rice
1399,1993,2197.572892,27,14,0,13,9,Tennessee Tech
1172,2010,2197.55249,29,14,0,15,9,Davidson
1347,1995,2197.532851,24,12,0,12,9,Radford
1282,2004,2197.52182,29,15,0,14,6,Missouri KC
1457,2004,2197.517731,26,14,0,12,12,Winthrop
1247,1986,2197.474307,28,14,0,14,10,La Salle
1332,2006,2197.453626,32,14,0,18,2,Oregon
1425,2004,2197.389609,28,13,0,15,3,USC
1191,2011,2197.334718,29,14,0,15,9,Evansville
1382,2003,2197.3321,27,13,0,14,15,St Bonaventure
1179,1995,2197.28622,27,12,0,15,8,Drake
1448,1989,2197.24144,28,13,0,15,2,Wake Forest
1171,1987,2197.224581,23,13,0,10,4,Dartmouth
1463,1988,2197.203974,26,12,0,14,8,Yale
1145,2011,2197.199332,30,15,0,15,8,Canisius
1129,2005,2197.17628,33,15,0,18,1,Boise St
1275,2010,2197.158064,32,14,0,18,2,Miami OH
1453,2006,2197.049419,30,14,0,16,8,WI Green Bay
1392,2001,2197.019193,23,12,0,11,12,Stony Brook
1108,2001,2196.988395,30,15,0,15,1,Alcorn St
1249,2006,2196.930448,27,14,0,13,3,Lamar
1267,1993,2196.876128,25,14,0,11,9,Marshall
1372,2011,2196.867986,25,14,0,11,4,SF Austin
1304,2001,2196.86173,29,13,0,16,3,Nebraska
1156,1994,2196.805504,28,13,0,15,6,Cleveland St
1360,2013,2196.795475,32,14,0,18,8,San Diego
1387,1988,2196.769679,28,14,0,14,3,St Louis
1251,2011,2196.755004,29,16,0,13,12,Liberty
1287,1991,2196.748479,27,14,0,13,7,Morehead St
1384,1996,2196.748143,27,13,0,14,9,St Francis PA
1436,1992,2196.7226,27,14,0,13,7,Vermont
1150,2003,2196.681652,29,13,0,16,4,Charlotte
1402,2003,2196.670105,27,15,0,12,4,Texas St
1270,1987,2196.658763,26,12,0,14,4,McNeese St
1253,1989,2196.618979,28,13,0,15,3,Long Beach St
1282,1993,2196.598237,23,11,0,12,15,Missouri KC
1349,2012,2196.589527,29,14,0,15,4,Rice
1381,1994,2196.584893,23,12,0,11,8,Southern Utah
1193,1993,2196.560618,27,14,0,13,9,Fairfield
1149,1996,2196.544692,26,13,0,13,9,Charleston So
1232,2008,2196.539989,30,14,0,16,9,Indiana St
1381,2000,2196.49345,27,14,0,13,5,Southern Utah
1260,1986,2196.448976,29,13,0,16,9,Loyola-Chicago
1460,2004,2196.437414,27,14,0,13,12,Wright St
1249,1991,2196.43404,28,15,0,13,9,Lamar
1326,1994,2196.433144,28,12,0,16,1,Ohio St
1106,2011,2196.423902,32,15,0,17,1,Alabama St
1334,1992,2196.385002,28,12,0,16,0,Pacific
1340,2012,2196.384591,30,15,0,15,1,Portland St
1103,1991,2196.376416,27,14,0,13,7,Akron
1233,2005,2196.36766,31,15,0,16,7,Iona
1211,1997,2196.290887,25,13,0,12,8,Gonzaga
1207,1998,2196.267024,27,13,0,14,3,Georgetown
1200,1993,2196.258179,30,14,0,16,8,Fordham
1437,2003,2196.25645,30,15,0,15,4,Villanova
1114,2012,2196.256167,30,14,0,16,7,Ark Little Rock
1144,1990,2196.250046,25,13,0,12,10,Campbell
1310,1992,2196.24967,28,14,0,14,8,Niagara
1383,2011,2196.2418,30,15,0,15,10,St Francis NY
1365,2005,2196.241355,30,14,0,16,7,Santa Clara
1233,1986,2196.213488,29,14,0,15,9,Iona
1229,2007,2196.180646,30,14,0,16,10,Illinois St
1334,1991,2196.1804,29,14,0,15,1,Pacific
1120,2010,2196.174402,31,14,0,17,3,Auburn
1376,2008,2196.155678,32,14,0,18,2,South Carolina
1176,2009,2196.117054,31,15,0,16,7,Denver
1419,1995,2196.104576,32,14,0,18,2,ULM
1382,2013,2196.098155,29,14,0,15,8,St Bonaventure
1375,1992,2196.085949,28,14,0,14,9,South Alabama
1431,1997,2196.06632,23,10,0,13,8,UTEP
1378,1986,2196.051098,27,13,0,14,1,South Florida
1354,2002,2195.996345,29,14,0,15,2,S Carolina St
1388,2007,2195.949636,29,14,0,15,7,St Mary's CA
1156,1999,2195.94296,26,12,0,14,7,Cleveland St
1243,2002,2195.939151,28,12,0,16,2,Kansas St
1431,1991,2195.937516,27,14,0,13,3,UTEP
1133,2004,2195.848844,30,15,0,15,9,Bradley
1324,2013,2195.836665,30,14,0,16,7,Oakland
1427,1995,2195.799176,26,13,0,13,3,UT San Antonio
1273,2011,2195.785877,32,14,0,18,9,Mercer
1403,1998,2195.777739,27,13,0,14,3,Texas Tech
1137,1986,2195.756751,25,13,0,12,7,Bucknell
1382,1997,2195.747995,28,14,0,14,3,St Bonaventure
1410,2008,2195.721506,27,14,0,13,17,UTRGV
1443,2011,2195.721265,32,16,0,16,6,WKU
1168,2006,2195.706663,28,15,0,13,3,CS Fullerton
1204,2005,2195.694887,27,14,0,13,10,Ga Southern
1414,1987,2195.654578,28,14,0,14,3,UC Irvine
1344,2005,2195.644459,30,13,0,17,4,Providence
1180,2010,2195.632955,32,16,0,16,9,Drexel
1339,2015,2195.631209,30,15,0,15,6,Portland
1198,2000,2195.529417,29,15,0,14,7,Florida Intl
1265,1994,2195.508009,27,14,0,13,12,Marist
1183,1995,2195.4913,26,13,0,13,9,E Illinois
1226,1988,2195.484468,25,12,0,13,4,Idaho St
1111,2011,2195.451764,29,14,0,15,8,Appalachian St
1237,2005,2195.450811,27,14,0,13,6,IUPUI
1442,1990,2195.416226,26,13,0,13,5,W Illinois
1317,1994,2195.409325,29,14,0,15,7,North Texas
1391,1995,2195.401054,26,14,0,12,10,Stetson
1348,2006,2195.291866,28,14,0,14,4,Rhode Island
1313,2014,2195.287092,30,16,0,14,2,Norfolk St
1225,2004,2195.283342,29,13,0,16,2,Idaho
1235,2007,2195.089712,30,14,0,16,3,Iowa St
1405,2012,2195.083326,32,16,0,16,3,Toledo
1197,1992,2194.99419,27,14,0,13,8,Florida A&M
1232,1992,2194.991446,28,13,0,15,8,Indiana St
1239,2005,2194.972005,27,14,0,13,9,Jacksonville
1235,2010,2194.968078,32,15,0,17,4,Iowa St
1362,2013,2194.909403,29,13,0,16,3,San Francisco
1316,2011,2194.878593,34,15,0,19,8,North Florida
1199,1990,2194.876976,30,15,0,15,3,Florida St
1167,2012,2194.860077,29,15,0,14,15,CS Bakersfield
1204,1991,2194.775793,27,14,0,13,5,Ga Southern
1200,1989,2194.763046,28,13,0,15,9,Fordham
1305,1987,2194.729626,29,14,0,15,1,Nevada
1318,1988,2194.700317,28,15,0,13,4,Northeastern
1364,1991,2194.614555,29,14,0,15,1,Santa Barbara
1325,1993,2194.582472,26,13,0,13,3,Ohio
1388,1991,2194.56659,29,13,0,16,6,St Mary's CA
1249,2002,2194.526997,28,14,0,14,4,Lamar
1462,1996,2194.517991,28,13,0,15,3,Xavier
1169,2004,2194.517179,29,13,0,16,1,CS Northridge
1323,1999,2194.509602,29,14,0,15,4,Notre Dame
1160,1998,2194.478496,26,12,0,14,3,Colorado
1438,2003,2194.473956,29,14,0,15,2,Virginia
1174,1990,2194.460888,25,12,0,13,7,Delaware
1453,1997,2194.437648,27,13,0,14,7,WI Green Bay
1421,1989,2194.379741,26,12,0,14,8,UNC Asheville
1425,2003,2194.361945,30,13,0,17,1,USC
1208,1994,2194.329066,30,14,0,16,2,Georgia
1310,1996,2194.277459,28,13,0,15,7,Niagara
1288,1989,2194.276884,27,14,0,13,8,Morgan St
1222,2012,2194.214428,29,14,0,15,4,Houston
1154,2002,2194.20223,25,13,0,12,9,Citadel
1117,1990,2194.193057,28,15,0,13,9,Arkansas St
1189,2006,2194.192097,26,12,0,14,8,Elon
1143,2004,2194.18642,28,13,0,15,3,California
1333,1999,2194.171208,25,11,0,14,1,Oregon St
1321,2014,2194.16022,33,14,0,19,2,Northwestern
1381,1995,2194.141876,24,13,0,11,1,Southern Utah
1270,1990,2194.132638,27,14,0,13,6,McNeese St
1131,1995,2194.106095,31,15,0,16,9,Boston Univ
1448,1987,2194.079193,29,13,0,16,1,Wake Forest
1180,1987,2193.989187,27,14,0,13,2,Drexel
1232,2015,2193.915696,30,14,0,16,9,Indiana St
1252,2014,2193.859178,29,14,0,15,12,Lipscomb
1235,1999,2193.840928,29,14,0,15,3,Iowa St
1145,2015,2193.838674,30,16,0,14,8,Canisius
1328,1991,2193.831222,28,14,0,14,2,Oklahoma
1279,2003,2193.795033,29,14,0,15,2,Mississippi
1447,2009,2193.794978,30,16,0,14,10,Wagner
1164,2005,2193.754761,29,14,0,15,2,Coppin St
1280,2000,2193.731023,30,14,0,16,3,Mississippi St
1364,2000,2193.727278,26,12,0,14,3,Santa Barbara
1349,1994,2193.686778,29,15,0,14,2,Rice
1306,2009,2193.686337,29,13,0,16,7,New Hampshire
1452,2003,2193.654772,29,14,0,15,4,West Virginia
1435,1999,2193.643758,28,13,0,15,3,Vanderbilt
1178,1995,2193.640388,26,11,0,15,8,Detroit
1346,2013,2193.614615,31,15,0,16,11,Quinnipiac
1299,1993,2193.582868,23,12,0,11,10,NC A&T
1375,1994,2193.559885,27,13,0,14,8,South Alabama
1293,1986,2193.554445,25,13,0,12,5,Murray St
1249,1993,2193.529444,26,14,0,12,7,Lamar
1360,2014,2193.515126,30,14,0,16,8,San Diego
1103,2003,2193.51395,27,13,0,14,6,Akron
1443,1996,2193.500081,26,13,0,13,8,WKU
1435,2014,2193.471137,31,15,0,16,4,Vanderbilt
1234,2009,2193.452494,32,15,0,17,3,Iowa
1360,2015,2193.433963,30,14,0,16,8,San Diego
1198,1999,2193.432125,29,13,0,16,7,Florida Intl
1243,1986,2193.332114,25,11,0,14,4,Kansas St
1131,2012,2193.31583,32,16,0,16,8,Boston Univ
1463,2003,2193.2609,26,13,0,13,8,Yale
1239,2002,2193.184666,26,14,0,12,10,Jacksonville
1334,1994,2193.173988,29,15,0,14,1,Pacific
1417,2010,2193.154649,32,14,0,18,2,UCLA
1163,1997,2193.006141,28,14,0,14,4,Connecticut
1418,2012,2192.995896,30,15,0,15,7,ULL
1174,2002,2192.980177,30,14,0,16,7,Delaware
1175,2002,2192.960725,29,16,0,13,2,Delaware St
1330,1989,2192.947653,27,14,0,13,8,Old Dominion
1162,2011,2192.925137,27,14,0,13,8,Columbia
1449,2015,2192.906325,31,16,0,15,4,Washington
1373,2002,2192.881741,34,16,0,18,6,Siena
1453,2008,2192.876618,30,15,0,15,12,WI Green Bay
1161,2001,2192.863345,26,13,0,13,3,Colorado St
1403,2014,2192.85756,32,14,0,18,4,Texas Tech
1296,2015,2192.830949,29,13,0,16,6,N Illinois
1180,2009,2192.822619,29,15,0,14,9,Drexel
1279,1994,2192.804409,24,11,0,13,3,Mississippi
1104,2000,2192.759226,29,13,0,16,3,Alabama
1185,2010,2192.733872,30,15,0,15,3,E Michigan
1388,2003,2192.723922,29,14,0,15,7,St Mary's CA
1428,2010,2192.716847,31,14,0,17,3,Utah
1441,1986,2192.699143,26,12,0,14,9,W Carolina
1439,1999,2192.698868,28,13,0,15,3,Virginia Tech
1338,2000,2192.660987,28,13,0,15,4,Pittsburgh
1376,2007,2192.657715,30,14,0,16,3,South Carolina
1295,2012,2192.562723,29,16,0,13,7,N Dakota St
1140,1985,2192.534022,29,15,0,14,6,BYU
1390,2010,2192.486311,32,14,0,18,2,Stanford
1356,2014,2192.477527,32,13,0,19,8,S Illinois
1259,1985,2192.474311,27,14,0,13,6,Loyola MD
1398,1986,2192.386465,26,12,0,14,8,Tennessee St
1130,1989,2192.33783,28,12,0,16,2,Boston College
1349,2007,2192.299375,30,14,0,16,2,Rice
1324,2015,2192.276428,30,14,0,16,9,Oakland
1412,2000,2192.257885,28,14,0,14,4,UAB
1405,1989,2192.22153,29,14,0,15,2,Toledo
1282,2000,2192.22035,27,14,0,13,6,Missouri KC
1200,2000,2192.210555,29,14,0,15,4,Fordham
1427,2005,2192.206334,25,12,0,13,5,UT San Antonio
1352,2007,2192.164485,27,16,0,11,10,Robert Morris
1375,1987,2192.120564,27,13,0,14,10,South Alabama
1254,2009,2192.086187,30,16,0,14,10,Long Island
1117,2005,2192.042912,26,13,0,13,8,Arkansas St
1243,1985,2192.009209,26,12,0,14,5,Kansas St
1427,1996,2192.005117,26,13,0,13,2,UT San Antonio
1139,1988,2192.002719,25,12,0,13,3,Butler
1239,1990,2191.984616,29,13,0,16,7,Jacksonville
1201,2005,2191.923439,29,15,0,14,2,Fresno St
1344,2006,2191.908898,27,12,0,15,8,Providence
1256,2004,2191.894669,28,13,0,15,3,Louisiana Tech
1301,2001,2191.860715,29,13,0,16,2,NC State
1368,1996,2191.825789,25,13,0,12,10,SE Louisiana
1404,2008,2191.778605,31,15,0,16,9,TN Martin
1117,2010,2191.775644,29,15,0,14,7,Arkansas St
1131,2001,2191.767125,28,14,0,14,8,Boston Univ
1427,2000,2191.736594,24,12,0,12,5,UT San Antonio
1110,2015,2191.720507,33,17,0,16,4,American Univ
1382,1999,2191.708498,29,14,0,15,4,St Bonaventure
1410,1987,2191.673567,24,12,0,12,3,UTRGV
1381,1991,2191.672065,25,13,0,12,9,Southern Utah
1280,1989,2191.669075,28,13,0,15,3,Mississippi St
1385,2006,2191.627261,27,12,0,15,7,St John's
1204,2003,2191.613565,26,13,0,13,10,Ga Southern
1291,2015,2191.56607,30,15,0,15,11,Mt St Mary's
1383,2012,2191.550792,30,15,0,15,10,St Francis NY
1273,2005,2191.547443,26,14,0,12,10,Mercer
1428,1989,2191.526474,32,15,0,17,3,Utah
1308,2011,2191.516725,31,14,0,17,2,New Mexico St
1301,2011,2191.511726,31,15,0,16,3,NC State
1383,2014,2191.473906,31,17,0,14,11,St Francis NY
1199,1996,2191.423796,27,13,0,14,3,Florida St
1173,1987,2191.415263,27,12,0,15,1,Dayton
1416,2009,2191.406302,30,16,0,14,4,UCF
1120,2015,2191.402166,34,14,0,20,1,Auburn
1335,1989,2191.395106,26,13,0,13,8,Penn
1427,2012,2191.384678,30,16,0,14,4,UT San Antonio
1302,1994,2191.360558,25,14,0,11,7,NE Illinois
1353,2000,2191.3502,30,15,0,15,4,Rutgers
1161,1995,2191.314235,28,14,0,14,2,Colorado St
1353,2011,2191.297132,32,15,0,17,4,Rutgers
1365,1991,2191.258352,28,15,0,13,8,Santa Clara
1120,2005,2191.21789,31,14,0,17,2,Auburn
1383,1991,2191.16154,29,15,0,14,12,St Francis NY
1227,2005,2191.136348,26,13,0,13,9,IL Chicago
1148,2003,2191.0962,28,15,0,13,8,Central Conn
1463,1986,2190.984476,23,12,0,11,8,Yale
1408,2009,2190.95476,30,13,0,17,3,Tulane
1389,1985,2190.897876,28,14,0,14,7,St Peter's
1323,1998,2190.891437,27,13,0,14,4,Notre Dame
1259,2006,2190.834329,28,15,0,13,9,Loyola MD
1106,1993,2190.833826,23,12,0,11,3,Alabama St
1323,2014,2190.751885,32,15,0,17,4,Notre Dame
1236,2015,2190.718368,27,13,0,14,7,IPFW
1442,1988,2190.712962,23,11,0,12,6,W Illinois
1452,1996,2190.711288,27,12,0,15,4,West Virginia
1460,1995,2190.679671,29,12,0,17,7,Wright St
1247,2011,2190.640401,33,15,0,18,2,La Salle
1347,1988,2190.613044,28,14,0,14,8,Radford
1110,1991,2190.57094,26,12,0,14,7,American Univ
1161,1994,2190.559659,26,13,0,13,3,Colorado St
1156,1998,2190.555856,27,12,0,15,8,Cleveland St
1174,1994,2190.554047,25,12,0,13,8,Delaware
1328,2012,2190.512843,31,15,0,16,4,Oklahoma
1187,1989,2190.511159,27,13,0,14,7,East Carolina
1360,1998,2190.495479,26,12,0,14,7,San Diego
1187,2004,2190.463246,26,12,0,14,4,East Carolina
1192,1994,2190.443995,26,13,0,13,12,F Dickinson
1326,2004,2190.431555,30,14,0,16,3,Ohio St
1129,1985,2190.426581,25,12,0,13,4,Boise St
1267,1990,2190.416682,26,13,0,13,9,Marshall
1285,2007,2190.360842,30,15,0,15,5,Montana
1423,1996,2190.317363,29,13,0,16,6,UNC Wilmington
1333,1992,2190.250036,29,13,0,16,1,Oregon St
1259,1998,2190.241518,28,12,0,16,7,Loyola MD
1295,2006,2190.235827,24,12,0,12,14,N Dakota St
1111,1997,2190.214796,26,12,0,14,8,Appalachian St
1343,1986,2190.214484,25,12,0,13,8,Princeton
1371,2015,2190.208839,31,16,0,15,4,Seton Hall
1365,2009,2190.207881,31,14,0,17,7,Santa Clara
1458,1995,2190.116624,27,13,0,14,1,Wisconsin
1292,1992,2190.110537,23,12,0,11,9,MTSU
1236,2013,2190.108545,31,14,0,17,6,IPFW
1460,1989,2190.106954,24,13,0,11,11,Wright St
1428,1994,2190.055967,26,12,0,14,3,Utah
1191,1991,2190.044559,28,14,0,14,3,Evansville
1425,1990,2190.007462,28,12,0,16,2,USC
1318,2003,2190.003654,29,14,0,15,6,Northeastern
1120,2012,2189.962956,31,15,0,16,3,Auburn
1346,2008,2189.957126,30,15,0,15,10,Quinnipiac
1380,2015,2189.946588,32,15,0,17,1,Southern Univ
1434,2007,2189.937931,30,15,0,15,7,Valparaiso
1238,1987,2189.919085,28,14,0,14,3,Jackson St
1288,2014,2189.906286,31,15,0,16,1,Morgan St
1378,1999,2189.904968,28,14,0,14,3,South Florida
1443,1985,2189.88259,27,13,0,14,9,WKU
1271,1994,2189.843479,25,13,0,12,3,MD E Shore
1391,1990,2189.82985,31,14,0,17,4,Stetson
1402,2011,2189.797964,29,14,0,15,3,Texas St
1226,2003,2189.782569,27,13,0,14,5,Idaho St
1395,2004,2189.777311,29,12,0,17,3,TCU
1172,2000,2189.698258,25,12,0,13,9,Davidson
1315,2011,2189.687149,29,15,0,14,1,North Dakota
1219,2006,2189.663999,27,14,0,13,10,High Point
1272,1999,2189.631247,28,13,0,15,4,Memphis
1315,2013,2189.630031,30,14,0,16,2,North Dakota
1287,1995,2189.592926,25,13,0,12,11,Morehead St
1226,1987,2189.570666,27,12,0,15,1,Idaho St
1433,1989,2189.558323,28,13,0,15,8,VA Commonwealth
1173,1996,2189.549736,29,15,0,14,4,Dayton
1122,2010,2189.533497,30,15,0,15,12,Austin Peay
1248,2002,2189.527295,28,14,0,14,7,Lafayette
1241,1985,2189.512285,26,12,0,14,3,James Madison
1218,2013,2189.512034,30,16,0,14,3,Hawaii
1159,2003,2189.499494,26,12,0,14,8,Colgate
1270,1996,2189.438716,27,15,0,12,4,McNeese St
1236,2010,2189.427493,29,14,0,15,6,IPFW
1422,2000,2189.408466,27,14,0,13,10,UNC Greensboro
1421,2014,2189.396887,29,14,0,15,8,UNC Asheville
1187,1993,2189.393896,27,11,0,16,6,East Carolina
1315,2012,2189.393816,27,13,0,14,1,North Dakota
1245,1996,2189.383471,26,13,0,13,5,Kent
1449,1989,2189.378153,28,12,0,16,2,Washington
1285,1998,2189.369887,25,12,0,13,3,Montana
1148,2008,2189.365193,30,14,0,16,10,Central Conn
1113,1986,2189.345719,25,11,0,14,0,Arizona St
1350,1997,2189.31808,28,13,0,15,8,Richmond
1194,2008,2189.30011,33,15,0,18,7,FL Atlantic
1247,1999,2189.215987,28,13,0,15,3,La Salle
1454,2015,2189.175634,28,12,0,16,15,WI Milwaukee
1351,2000,2189.121011,30,16,0,14,8,Rider
1356,1985,2189.116163,26,12,0,14,5,S Illinois
1347,2006,2189.109995,27,14,0,13,12,Radford
1420,2009,2189.102622,31,14,0,17,1,UMBC
1394,2004,2189.066848,22,11,0,11,15,TAM C. Christi
1398,2006,2189.066253,27,12,0,15,12,Tennessee St
1401,1990,2189.053483,30,14,0,16,2,Texas A&M
1124,2000,2189.050175,28,13,0,15,2,Baylor
1219,2013,2188.962031,28,15,0,13,10,High Point
1305,1996,2188.953221,29,16,0,13,2,Nevada
1141,2010,2188.931089,29,14,0,15,3,C Michigan
1441,2014,2188.92333,31,16,0,15,6,W Carolina
1335,1997,2188.905129,26,12,0,14,5,Penn
1199,1999,2188.867865,30,13,0,17,2,Florida St
1362,1987,2188.842875,24,12,0,12,8,San Francisco
1125,2005,2188.84043,30,14,0,16,9,Belmont
1239,2007,2188.828229,27,13,0,14,10,Jacksonville
1316,2012,2188.81307,31,15,0,16,10,North Florida
1136,2014,2188.794606,31,17,0,14,11,Bryant
1165,2005,2188.768608,26,12,0,14,8,Cornell
1251,2005,2188.756667,27,12,0,15,12,Liberty
1435,1995,2188.745328,28,13,0,15,2,Vanderbilt
1354,2009,2188.742597,27,13,0,14,2,S Carolina St
1157,1989,2188.72188,25,12,0,13,9,Coastal Car
1423,1986,2188.650225,26,13,0,13,7,UNC Wilmington
1267,2002,2188.58113,28,13,0,15,3,Marshall
1450,2005,2188.565728,28,12,0,16,3,Washington St
1409,1993,2188.545879,27,13,0,14,13,Tulsa
1275,1990,2188.53756,29,14,0,15,1,Miami OH
1274,1986,2188.436701,28,14,0,14,4,Miami FL
1259,2011,2188.393793,30,15,0,15,8,Loyola MD
1107,2011,2188.363208,32,16,0,16,8,Albany NY
1350,2005,2188.300632,29,14,0,15,3,Richmond
1451,2004,2188.263078,27,13,0,14,5,Weber St
1179,1987,2188.226096,28,14,0,14,8,Drake
1201,1993,2188.167186,28,13,0,15,3,Fresno St
1403,1989,2188.163374,27,12,0,15,2,Texas Tech
1359,2002,2188.159429,29,15,0,14,10,Samford
1249,2000,2188.153955,30,15,0,15,1,Lamar
1128,2005,2188.143788,29,15,0,14,10,Birmingham So
1147,1994,2188.14193,26,14,0,12,9,Centenary
1269,2006,2188.109201,28,13,0,15,4,Massachusetts
1182,1993,2188.100773,28,13,0,15,2,Duquesne
1292,1996,2188.082987,25,13,0,12,10,MTSU
1333,2009,2188.055234,29,12,0,17,4,Oregon St
1142,2011,2188.034922,29,15,0,14,3,Cal Poly SLO
1410,2004,2187.952041,24,10,0,14,13,UTRGV
1382,2009,2187.944762,30,15,0,15,4,St Bonaventure
1412,1995,2187.942624,29,14,0,15,3,UAB
1132,1996,2187.939074,25,12,0,13,5,Bowling Green
1212,1998,2187.902468,23,12,0,11,2,Grambling
1123,2013,2187.886658,29,14,0,15,4,Ball St
1214,2015,2187.876679,33,16,0,17,1,Hampton
1176,2006,2187.873987,31,16,0,15,6,Denver
1436,1997,2187.850907,26,13,0,13,8,Vermont
1172,1993,2187.844673,25,11,0,14,8,Davidson
1183,1989,2187.842746,29,13,0,16,5,E Illinois
1182,1992,2187.824921,27,12,0,15,7,Duquesne
1304,1985,2187.785648,25,12,0,13,5,Nebraska
1279,1988,2187.780413,27,11,0,16,2,Mississippi
1253,2009,2187.757979,30,15,0,15,2,Long Beach St
1175,2001,2187.740119,28,13,0,15,3,Delaware St
1420,1989,2187.736152,24,13,0,11,13,UMBC
1311,1993,2187.724647,24,12,0,12,8,Nicholls St
1273,1988,2187.715695,27,13,0,14,2,Mercer
1126,2000,2187.699184,28,14,0,14,2,Bethune-Cookman
1217,1999,2187.684202,25,12,0,13,8,Harvard
1412,2007,2187.683343,31,15,0,16,4,UAB
1432,1985,2187.61774,23,11,0,12,13,Utica
1120,2014,2187.613378,30,14,0,16,4,Auburn
1154,2001,2187.527026,24,12,0,12,10,Citadel
1330,1991,2187.51732,32,14,0,18,6,Old Dominion
1260,1998,2187.516356,26,12,0,14,8,Loyola-Chicago
1263,2005,2187.51242,28,13,0,15,7,Maine
1344,1992,2187.509297,30,14,0,16,3,Providence
1380,1994,2187.499459,23,12,0,11,1,Southern Univ
1259,1999,2187.464454,28,13,0,15,8,Loyola MD
1256,2005,2187.398358,29,14,0,15,3,Louisiana Tech
1253,2015,2187.383538,31,14,0,17,3,Long Beach St
1455,2002,2187.276186,30,15,0,15,8,Wichita St
1382,1986,2187.250117,25,12,0,13,11,St Bonaventure
1199,1995,2187.187189,27,12,0,15,2,Florida St
1322,1986,2187.166259,23,10,0,13,13,Northwestern LA
1263,1996,2187.163011,28,15,0,13,7,Maine
1248,1985,2187.144817,26,13,0,13,8,Lafayette
1137,2004,2187.124931,27,12,0,15,7,Bucknell
1160,2005,2187.054059,29,13,0,16,2,Colorado
1143,2005,2187.053657,29,13,0,16,3,California
1137,1995,2187.037579,27,13,0,14,8,Bucknell
1179,2009,2187.035922,31,16,0,15,10,Drake
1205,2014,2187.034329,30,15,0,15,9,Gardner Webb
1127,2003,2187.020775,27,14,0,13,15,Binghamton
1460,1992,2187.018345,27,14,0,13,7,Wright St
1190,2006,2186.984765,28,15,0,13,10,ETSU
1461,1994,2186.946861,27,13,0,14,4,Wyoming
1283,2012,2186.937796,31,15,0,16,9,Missouri St
1347,1985,2186.935614,26,14,0,12,4,Radford
1173,1997,2186.88785,27,13,0,14,4,Dayton
1386,1992,2186.856114,27,12,0,15,7,St Joseph's PA
1352,1994,2186.845285,28,14,0,14,11,Robert Morris
1333,1993,2186.84221,25,11,0,14,1,Oregon St
1332,2001,2186.782781,28,14,0,14,1,Oregon
1296,2014,2186.778602,31,14,0,17,4,N Illinois
1151,2014,2186.728985,29,15,0,14,8,Chattanooga
1449,1991,2186.713942,26,12,0,14,0,Washington
1214,2006,2186.706557,31,16,0,15,1,Hampton
1259,1987,2186.690625,26,13,0,13,4,Loyola MD
1250,2011,2186.668414,31,16,0,15,7,Lehigh
1318,1998,2186.648589,28,14,0,14,8,Northeastern
1464,2013,2186.638244,29,14,0,15,9,Youngstown St
1353,1994,2186.623585,27,11,0,16,7,Rutgers
1287,1990,2186.623033,27,14,0,13,7,Morehead St
1150,1991,2186.619399,28,14,0,14,8,Charlotte
1439,2006,2186.611149,30,14,0,16,3,Virginia Tech
